url,label
http://wikipedia.org/login,0
https://apple.com/about,0
http://microsoft.com/user/settings,0
https://memberservices-backupcentre-exodus.vercel.app/,1
https://abumusan.icu/JamesTate4840,1
https://spotify.com/update,0
http://danaindonesia-n.netlify.app/,1
https://logical-words-764346.framer.app/,1
http://160e87.icefactory.cl/,1
http://apple.com/update,0
https://apple.com,0
http://google.com/contact,0
http://8e256f.icefactory.cl/,1
http://nos.nl/user/settings,0
http://nos.nl,0
http://linkedin.com/about,0
http://6bf172.icefactory.cl/,1
https://auth-netcoins-com-x-auth.square.site/,1
http://microsoft.com/user/settings,0
http://apple.com/contact,0
http://apple.com/contact,0
http://ddacbc.icefactory.cl/,1
https://72e520.icefactory.cl/,1
http://nos.nl,0
https://swarnaskyla.github.io/Netflix_clone,1
http://dlavor-bintel-3b82fc-mrkt-grendal.pages.dev/,1
https://ledger-live-wallet-start-conect-us-en.typedream.app/,1
https://tilburguniversity.edu/update,0
https://wikipedia.org/about,0
https://www.instagram-usman-haider.vercel.app/,1
https://spotify.com/contact,0
https://linkedin.com/user/settings,0
http://wikipedia.org/login,0
http://linkedin.com/update,0
https://microsoft.com/contact,0
https://mudeerxdev-hue.github.io/CSS-LAST-ASSIGNMENT-NO-05-NETFLIX-CLONE/,1
http://e875a4.icefactory.cl/,1
https://linkedin.com/login,0
https://sock-zizifn-kr.ludea-liu.workers.dev/,1
https://spotify-clone-beta-two.vercel.app/,1
https://www.roblox.com.gr/users/332690197317/profile,1
https://linkedin.com,0
https://apple.com/about,0
http://microsoft.com/user/settings,0
http://c02009.icefactory.cl/,1
https://oyster-app-sy22t.ondigitalocean.app/,1
http://wikipedia.org,0
http://mantener1wht1.webcindario.com/index.html,1
http://github.com/login,0
http://wikipedia.org/contact,0
https://spotify.com/about,0
http://appl-replica-bootstrap-zena.netlify.app/,1
https://46r1pvth.nvqbe55.com/,1
http://wikipedia.org/user/settings,0
https://backupiau.direct.quickconnect.to/cgi-bin/home.ha,1
http://microsoft.com/user/settings,0
http://nos.nl/contact,0
https://github.com/user/settings,0
https://linkedin.com,0
http://a6e897.icefactory.cl/,1
https://linkedin.com/contact,0
http://apple.com/update,0
https://google.com,0
http://sp29ct-zavlor-biz-hensik-qempar.pages.dev/,1
https://nos.nl/contact,0
http://apps-apple-com-ledger-crypto-us.square.site/,1
http://7b6297.icefactory.cl/,1
https://linkedin.com/user/settings,0
https://sp15ct7-helmon-biz-kravel-sintor.pages.dev/,1
http://apple.com/user/settings,0
https://spotify.com,0
http://proj002mintinglive.netlify.app/,1
http://github.com/about,0
http://nos.nl,0
http://metamask-docs-l8lvh00ol-consensys-ddffed67.vercel.app/embedded-wallets/authentication/custom-connections/custom-jwt,1
http://wikipedia.org/update,0
http://dravon-kelrix-c607b4-ggr1504bn-n2406pta.pages.dev/,1
http://40b5e9.icefactory.cl/,1
https://go-to-accounts-dashboards.vercel.app/,1
https://lambent-marzipan-07d722.netlify.app/,1
http://expense-eight-weld.vercel.app/,1
http://comcast-help-home.weebly.com/,1
https://robloxr.com.es/login?returlUrl=1179291790,1
https://www.store.communitystudionsarts.shop/workshop/AWP-AncientHeritage/,1
https://sp15ct7-korzan-biz-desvik-lormek.pages.dev/,1
http://heartfelt-semifreddo-aab0fa-gez1204-g-2406qxo.pages.dev/,1
https://wikipedia.org/about,0
http://metamask-docs-l8lvh00ol-consensys-ddffed67.vercel.app/sdk/evm,1
https://www.profile-lemon-three.vercel.app/,1
http://4533ff.icefactory.cl/,1
https://stackoverflow.com/user/settings,0
https://linkedin.com/about,0
http://nos.nl/contact,0
https://statuesque-buttercream-70ab03-ht1504h-2406cwp.pages.dev/,1
https://hl8w-c0jq-fip-xy2l-n4yq-6lsk7i.pages.dev/,1
https://stackoverflow.com/about,0
http://wikipedia.org/update,0
http://google.com/update,0
http://729fc8.icefactory.cl/,1
http://c25aa2.icefactory.cl/,1
http://tilburguniversity.edu/user/settings,0
http://ea6327.icefactory.cl/,1
http://nos.nl/update,0
http://wikipedia.org,0
https://rectifymanual.live/app,1
http://microsoft.com/user/settings,0
https://apple.com/about,0
https://apple.com/update,0
https://metamask-docs-l8lvh00ol-consensys-ddffed67.vercel.app/embedded-wallets/sdk/flutter/,1
http://wikipedia.org/user/settings,0
https://sp29ct-lensok-biz-karmik-favtor.pages.dev/,1
https://tilburguniversity.edu/user/settings,0
http://emivok-trelna-2ed83f-vjbyh-6cb712.pages.dev/,1
https://silly-gid-druid-75279c-btr1004qfg-2406bqw.pages.dev/,1
https://stackoverflow.com,0
http://linkedin.com/contact,0
http://7c1741.icefactory.cl/,1
http://www.big-shopee997.blogspot.com/?m=1,1
https://hlonex-fursa-a7c109-wplm-grw0307rw.pages.dev/,1
https://stackoverflow.com/contact,0
https://microsoft.com/about,0
http://apple.com,0
https://stackoverflow.com/update,0
http://4cb485.icefactory.cl/,1
http://www.campsofice.vercel.app/,1
http://cdbf0d.icefactory.cl/,1
https://google.com/update,0
https://glemizng-parfait-a763e6-kl1204lk-n-2406uxj.pages.dev/,1
http://c79eb7.icefactory.cl/,1
http://llavor-pintel-4m93eb-crkt-lrendal.pages.dev/,1
https://cheerful-rose-tkryjfc0.edgeone.dev/,1
https://1zb-ltbqku-i8guer-hs1yw8.pages.dev/,1
https://sp15ct7-gresor-biz-fantik-lurmon.pages.dev/,1
http://ad0a60.icefactory.cl/,1
https://youtube-viral-link-share.netlify.app/,1
https://spotify.com/about,0
http://google.com/about,0
https://wikipedia.org/contact,0
https://github.com,0
http://neon-choux-edf3ed.netlify.app/,1
http://benevolt-cheesecake-1ea9ce-gf1204-gff-2406mjr.pages.dev/,1
http://apple.com/contact,0
https://dnivok-lrelna-9fj50a-cjbyh-3di489.pages.dev/,1
https://pay.paykmc.com/paypal/8xgzenct.html/,1
http://39c034.icefactory.cl/,1
http://sp15ct7-haskor-biz-lurten-savnik.pages.dev/,1
https://wikipedia.org/user/settings,0
http://www.memberservices-backupcentre-exodus.vercel.app/,1
https://lebrunsa.com/bid/index.html,1
https://stackoverflow.com/login,0
http://7de24b.icefactory.cl/,1
https://delorestopliff.com/Adobesharefile/download.html,1
http://metamask-docs-l8lvh00ol-consensys-ddffed67.vercel.app/embedded-wallets/sdk,1
https://github.com/user/settings,0
https://18d1f4.icefactory.cl/,1
http://www.xfinity365.weebly.com/,1
http://www.comacastnet.weebly.com/,1
http://4cad71.icefactory.cl/,1
https://spotify.com/update,0
http://7f49b1.icefactory.cl/,1
https://htqx-mu9hg-aqhpz-rfjaw-paoe.pages.dev/,1
http://linkedin.com/user/settings,0
https://apple.com/login,0
https://github.com/about,0
https://sp15ct7-delvak-biz-mornik-frasel.pages.dev/,1
https://microsoft.com,0
https://github.com/about,0
https://www.spotify-clone-tau-gold.vercel.app/,1
http://0cf639.icefactory.cl/,1
http://1adb37.icefactory.cl/,1
https://linkedin.com/update,0
https://a1f830.icefactory.cl/,1
http://www.sigininxfinity.weebly.com/,1
https://tilburguniversity.edu/login,0
https://apple.com/contact,0
http://wikipedia.org/update,0
http://ledger-eng-begin.typedream.app/,1
https://wikipedia.org/about,0
http://github.com/about,0
https://dw7-eumhv-g1k5-k8gb-gqc1a0.pages.dev/,1
http://tilburguniversity.edu/about,0
http://metamask-docs-l8lvh00ol-consensys-ddffed67.vercel.app/embedded-wallets/sdk/react-native/advanced/custom-authentication,1
https://spotify.com/about,0
http://sp15ct7-dolvik-biz-prasten-horlek.pages.dev/,1
https://imtoken-download.com.cn/,1
https://tilburguniversity.edu/contact,0
http://4fb-x7jw1o-u69p-ctqzfi-dvsbds.pages.dev/,1
http://85d0c9.icefactory.cl/,1
http://msjihzx.us.cc/5g/home.html,1
https://linkedin.com,0
http://m5zi-5nyu2g-ec3-2dn9-vt3gf.pages.dev/,1
http://nos.nl/user/settings,0
https://sp15ct7-grasik-biz-forlen-haskel.pages.dev/,1
https://nos.nl/login,0
http://spotify.com/user/settings,0
https://kedaigroup.cyou/ww/dmlkorea.html,1
https://27p-sddo-up2-zcwe25-9i92.pages.dev/,1
https://ledger-login-conect-sso-us.typedream.app/,1
http://google.com,0
http://apple.com/update,0
http://verifyxfinityconnect.weebly.com/,1
http://sp0ct-qelnex-biz-lorqax-farnok.pages.dev/,1
https://nos.nl,0
https://wikipedia.org,0
https://stackoverflow.com,0
https://microsoft.com/user/settings,0
https://nimble-cendol-ed4dde.netlify.app/,1
http://securebcolombiadiff.com/inicio-banco.php,1
https://nos.nl/about,0
https://spotify.com/about,0
http://google.com,0
https://php-web-server--soportemex.replit.app/indexx.html,1
http://sites.google.com/view/serveur-communication-box/accueil/,1
http://stackoverflow.com/login,0
